Domestic Release Date,Worldwide Release Date,Year Released (Domestic),Year Released (Worldwide),Title,Theatrical Distributor,Genre,Source,Production Method,Creative Type,Production Budget,Opening Weekend Theaters,Maximum Theaters,Theatrical Engagements,Opening Weekend Revenue,Domestic Box Office,Infl. Adj. Dom. Box Office,International Box Office,Worldwide Box Office
8-Jun-83,8-Jun-83,1983,1983,Trading Places,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"1,375","1,387","18,416","$7,348,200 ","$90,400,000 ","$261,442,533 ",$0 ,"$90,400,000 "
4-Jun-82,4-Jun-82,1982,1982,Star Trek II: The Wrath of Khan,Paramount Pictures,Adventure,Based on TV,Live Action,Science Fiction,"$12,000,000 ","1,621","1,621","14,197","$14,347,221 ","$78,912,963 ","$244,522,813 ","$16,887,037 ","$95,800,000 "
8-Dec-82,8-Dec-82,1982,1982,48 Hrs.,Paramount Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,850,"1,050","18,137","$4,369,868 ","$75,936,265 ","$224,702,596 ",$0 ,"$75,936,265 "
4-Jun-82,4-Jun-82,1982,1982,Poltergeist,MGM,Horror,Original Screenplay,Live Action,Fantasy,"$10,700,000 ",890,"1,060","16,885","$6,896,612 ","$74,706,019 ","$231,487,013 ","$47,000,000 ","$121,706,019 "
3-Jun-83,3-Jun-83,1983,1983,WarGames,MGM,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$12,000,000 ",843,977,"17,153","$6,227,804 ","$74,433,837 ","$215,267,378 ",$0 ,"$74,433,837 "
23-Jul-82,23-Jul-82,1982,1982,The Best Little Whorehouse in Texas,Universal,Comedy,Based on Musical or Opera,Live Action,Contemporary Fiction,"$20,500,000 ","1,400","1,435","12,942","$11,874,268 ","$69,701,637 ","$215,980,235 ",$0 ,"$69,701,637 "
10-Jun-83,10-Jun-83,1983,1983,Octopussy,MGM,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$27,500,000 ","1,311","1,339","13,372","$8,902,564 ","$67,900,000 ","$196,371,106 ","$119,600,000 ","$187,500,000 "
9-Dec-83,9-Dec-83,1983,1983,Sudden Impact,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"1,530","1,602","15,985","$9,688,561 ","$67,642,693 ","$190,965,296 ",$0 ,"$67,642,693 "
22-Jul-83,22-Jul-83,1983,1983,Mr. Mom,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,126,"1,362","17,167","$947,197 ","$64,800,000 ","$187,405,709 ",$0 ,"$64,800,000 "
15-Jul-83,15-Jul-83,1983,1983,Staying Alive,Paramount Pictures,Musical,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0 ,"1,660","1,747","12,935","$12,146,143 ","$63,841,474 ","$184,633,591 ","$62,200,000 ","$126,041,474 "
5-Aug-83,5-Aug-83,1983,1983,Risky Business,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,670,"1,137","16,378","$4,275,327 ","$63,541,777 ","$183,766,847 ",$0 ,"$63,541,777 "
29-Jul-83,29-Jul-83,1983,1983,National Lampoon’s Vacation,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000 ","1,175","1,253","13,907","$8,333,358 ","$61,400,000 ","$177,572,694 ",$0 ,"$61,400,000 "
17-Jun-83,17-Jun-83,1983,1983,Superman III,Warner Bros.,Adventure,Based on Comic/Graphic Novel,Live Action,Super Hero,"$39,000,000 ","1,759","1,763","10,504","$13,352,357 ","$59,950,623 ","$173,381,001 ","$20,249,377 ","$80,200,000 "
21-May-82,21-May-82,1982,1982,Annie,Sony Pictures,Musical,Based on Musical or Opera,Live Action,Historical Fiction,$0 ,14,"1,102","12,408","$510,632 ","$57,059,003 ","$176,805,277 ",$0 ,"$57,059,003 "
28-Sep-83,28-Sep-83,1983,1983,The Big Chill,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,722,832,"15,981","$3,662,152 ","$56,077,501 ","$159,949,299 ",$0 ,"$56,077,501 "
7-Oct-83,7-Oct-83,1983,1983,Never Say Never Again,Warner Bros.,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$36,000,000 ","1,550","1,560","15,132","$10,958,157 ","$55,500,000 ","$160,138,723 ","$104,500,000 ","$160,000,000 "
8-Dec-82,8-Dec-82,1982,1982,The Verdict,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$16,000,000 ",3,904,"11,635","$100,982 ","$53,977,250 ","$159,488,032 ",$0 ,"$53,977,250 "
8-Dec-82,8-Dec-82,1982,1982,Gandhi,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,"$22,000,000 ",4,825,"10,857","$131,153 ","$52,767,889 ","$152,881,615 ","$75,000,000 ","$127,767,889 "
22-Oct-82,22-Oct-82,1982,1982,First Blood,Orion Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$14,000,000 ",901,"1,047","10,814","$6,642,005 ","$47,212,904 ","$145,464,235 ","$78,000,000 ","$125,212,904 "
10-Dec-82,10-Dec-82,1982,1982,The Toy,Sony Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0 ,"1,381","1,542","12,473","$6,322,804 ","$47,118,057 ","$142,569,414 ",$0 ,"$47,118,057 "
18-Jun-82,18-Jun-82,1982,1982,Firefox,Warner Bros.,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$21,000,000 ",881,"1,304","8,921","$8,152,948 ","$45,785,720 ","$141,873,437 ",$0 ,"$45,785,720 "
9-Dec-83,9-Dec-83,1983,1983,Scarface,Universal,Drama,Remake,Live Action,Historical Fiction,"$25,000,000 ",996,"1,008","9,544","$4,597,536 ","$44,942,821 ","$121,058,463 ",$0 ,"$44,942,821 "
13-May-83,13-May-83,1983,1983,Blue Thunder,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"1,539","1,555","11,170","$8,258,149 ","$42,313,354 ","$122,372,899 ",$0 ,"$42,313,354 "
22-Jul-83,22-Jul-83,1983,1983,Jaws 3-D,Universal,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0 ,"1,300","1,311","5,781","$13,422,500 ","$42,245,180 ","$122,175,740 ",$0 ,"$42,245,180 "
17-Dec-82,17-Dec-82,1982,1982,The Dark Crystal,Universal,Adventure,Original Screenplay,Animation/Live Action,Fantasy,$0 ,858,"1,052","7,805","$4,657,335 ","$40,577,001 ","$121,901,930 ",$0 ,"$40,577,001 "
18-Nov-83,18-Nov-83,1983,1983,Yentl,MGM/UA Classics,Musical,Based on Fiction Book/Short Story,Live Action,,"$12,000,000 ",13,747,"9,036","$341,768 ","$39,012,241 ","$109,150,536 ",$0 ,"$39,012,241 "
14-May-82,14-May-82,1982,1982,Conan the Barbarian,Universal,Action,Based on Fiction Book/Short Story,Live Action,Fantasy,"$20,000,000 ","1,358","1,497","6,112","$9,479,373 ","$38,264,085 ","$118,566,595 ","$40,850,000 ","$79,114,085 "
23-Apr-82,23-Apr-82,1982,1982,The Sword and the Sorcerer,Group 1,Action,Original Screenplay,Live Action,Fantasy,$0 ,233,660,"1,977","$1,798,879 ","$36,714,025 ","$113,763,521 ",$0 ,"$36,714,025 "
13-Aug-82,13-Aug-82,1982,1982,Friday the 13th Part 3,Paramount Pictures,Horror,,Live Action,Contemporary Fiction,"$2,250,000 ","1,079","1,079","6,096","$9,406,522 ","$36,690,067 ","$113,689,284 ",$0 ,"$36,690,067 "
17-Dec-82,17-Dec-82,1982,1982,Best Friends,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"1,062","1,080","10,026","$4,022,891 ","$36,670,556 ","$110,125,497 ",$0 ,"$36,670,556 "
14-Dec-83,14-Dec-83,1983,1983,Silkwood,20th Century Fox,Drama,Original Screenplay,Live Action,Dramatization,$0 ,257,843,"8,468","$1,218,322 ","$35,615,609 ","$98,000,461 ",$0 ,"$35,615,609 "
12-Mar-82,12-Mar-82,1982,1982,Richard Pryor Live on the Sunset Strip,Sony Pictures,Concert/Performance,Based on Real Life Events,Live Action,Factual,$0 ,"1,277","1,277","10,099","$7,780,693 ","$34,970,309 ","$108,360,371 ",$0 ,"$34,970,309 "
24-Jun-83,24-Jun-83,1983,1983,Porky's II: The Next Day,20th Century Fox,Comedy,Original Screenplay,Live Action,Historical Fiction,$0 ,"1,511","1,564","9,038","$7,054,988 ","$33,759,266 ","$97,633,938 ",$0 ,"$33,759,266 "
25-Jun-82,25-Jun-82,1982,1982,Blade Runner,Warner Bros.,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$28,000,000 ","1,295","1,325","6,803","$6,150,002 ","$32,656,328 ","$96,053,827 ","$6,701,962 ","$39,358,290 "
3-Jun-83,3-Jun-83,1983,1983,Psycho II,Universal,Horror,,Live Action,Contemporary Fiction,$0 ,"1,448","1,448","8,032","$8,310,244 ","$32,000,000 ","$92,546,030 ",$0 ,"$32,000,000 "
16-Jul-82,16-Jul-82,1982,1982,Young Doctors in Love,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,709,796,"7,976","$4,206,265 ","$30,688,860 ","$95,093,706 ",$0 ,"$30,688,860 "
23-Jul-82,23-Jul-82,1982,1982,The World According to Garp,Warner Bros.,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0 ,357,560,"6,094","$2,902,088 ","$30,207,324 ","$93,601,606 ",$0 ,"$30,207,324 "
24-Jun-83,24-Jun-83,1983,1983,Twilight Zone: The Movie,Warner Bros.,Horror,Based on TV,Live Action,Fantasy,"$10,000,000 ","1,275","1,288","6,492","$6,614,366 ","$29,500,000 ","$85,315,870 ",$0 ,"$29,500,000 "
19-Aug-83,19-Aug-83,1983,1983,Easy Money,Orion Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"1,130","1,171","8,159","$5,844,974 ","$29,309,766 ","$84,765,699 ",$0 ,"$29,309,766 "
18-Mar-83,18-Mar-83,1983,1983,High Road to China,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0 ,"1,508","1,508","9,531","$6,156,049 ","$28,416,459 ","$82,182,203 ",$0 ,"$28,416,459 "
16-Dec-83,16-Dec-83,1983,1983,Uncommon Valor,Paramount Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,989,"1,076","8,641","$3,144,367 ","$27,900,000 ","$78,172,254 ",$0 ,"$27,900,000 "
7-Oct-83,7-Oct-83,1983,1983,Never Cry Wolf,Walt Disney,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0 ,1,540,"6,326","$36,385 ","$27,668,764 ","$76,370,497 ",$0 ,"$27,668,764 "
13-Aug-82,13-Aug-82,1982,1982,Fast Times at Ridgemont High,Universal,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$4,500,000 ",498,713,"6,339","$2,545,674 ","$27,092,880 ","$83,951,064 ",$0 ,"$27,092,880 "
9-Jul-82,9-Jul-82,1982,1982,Tron,Walt Disney,Action,Original Screenplay,Animation/Live Action,Science Fiction,"$17,000,000 ","1,091","1,112","6,076","$4,761,795 ","$26,918,576 ","$83,410,960 ",$0 ,"$26,918,576 "
25-Mar-83,25-Mar-83,1983,1983,The Outsiders,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$10,000,000 ",829,"1,002","7,196","$5,068,165 ","$25,697,647 ","$74,319,225 ",$0 ,"$25,697,647 "
10-Dec-82,10-Dec-82,1982,1982,Sophie's Choice,Universal,Drama,Based on Fiction Book/Short Story,Live Action,,$0 ,9,548,"4,633","$202,131 ","$25,215,547 ","$73,198,668 ",$0 ,"$25,215,547 "
10-Dec-82,10-Dec-82,1982,1982,Airplane II: The Sequel,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"1,150","1,300","7,057","$5,329,208 ","$25,009,494 ","$76,562,918 ",$0 ,"$25,009,494 "
21-May-82,21-May-82,1982,1982,Mad Max 2: The Road Warrior,Warner Bros.,Action,,Live Action,Science Fiction,"$2,000,000 ",704,708,"7,200","$2,527,864 ","$24,600,832 ","$76,229,100 ",$0 ,"$24,600,832 "
25-Mar-83,25-Mar-83,1983,1983,Spring Break,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"1,493","1,531","7,660","$5,908,574 ","$24,071,666 ","$69,616,780 ",$0 ,"$24,071,666 "
16-Dec-83,16-Dec-83,1983,1983,Two of a Kind,20th Century Fox,Comedy,Original Screenplay,Live Action,Fantasy,$0 ,"1,244","1,278","8,704","$3,344,942 ","$23,700,000 ","$66,925,003 ",$0 ,"$23,700,000 "
4-Mar-83,4-Mar-83,1983,1983,My Tutor,Crown,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,96,500,"4,765","$435,188 ","$22,587,000 ","$65,323,036 ",$0 ,"$22,587,000 "
19-Mar-82,19-Mar-82,1982,1982,Victor/Victoria,MGM,Musical,Remake,Live Action,Historical Fiction,$0 ,3,615,"6,409","$139,634 ","$22,524,614 ","$69,795,655 ",$0 ,"$22,524,614 "
22-Jul-83,22-Jul-83,1983,1983,Class,Orion Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,839,844,"5,902","$4,553,233 ","$21,667,789 ","$62,664,620 ",$0 ,"$21,667,789 "
21-Oct-83,21-Oct-83,1983,1983,The Right Stuff,Warner Bros.,Action,Based on Fiction Book/Short Story,Live Action,Dramatization,"$27,000,000 ",229,627,"4,905","$1,601,167 ","$21,500,000 ","$60,769,640 ",$0 ,"$21,500,000 "
9-Dec-83,9-Dec-83,1983,1983,Christine,Sony Pictures,Horror,Based on Fiction Book/Short Story,Live Action,Fantasy,$0 ,"1,045","1,101","8,535","$3,408,904 ","$21,200,000 ","$59,959,888 ","$3,795 ","$21,203,795 "
12-Aug-83,12-Aug-83,1983,1983,Cujo,Warner Bros.,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0 ,"1,239","1,293","5,914","$6,114,899 ","$21,156,152 ","$61,184,928 ",$0 ,"$21,156,152 "
30-Jul-82,30-Jul-82,1982,1982,Things Are Tough All Over,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,"1,516","6,019",$0 ,"$21,134,374 ","$65,487,800 ",$0 ,"$21,134,374 "
30-Jul-82,30-Jul-82,1982,1982,Night Shift,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,683,683,"6,660","$2,539,633 ","$21,017,056 ","$65,124,274 ",$0 ,"$21,017,056 "
12-Feb-82,12-Feb-82,1982,1982,La Guerre du feu,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$12,500,000 ",0,426,"3,468",$0 ,"$20,959,585 ","$64,946,192 ",$0 ,"$20,959,585 "
21-Oct-83,21-Oct-83,1983,1983,The Dead Zone,Paramount Pictures,Horror,Based on Fiction Book/Short Story,Live Action,Fantasy,"$10,000,000 ","1,293","1,293","6,927","$4,556,083 ","$20,766,000 ","$60,056,582 ",$0 ,"$20,766,000 "
3-Nov-82,3-Nov-82,1982,1982,The Man From Snowy River,20th Century Fox,Drama,Original Screenplay,Live Action,Historical Fiction,"$5,000,000 ",158,517,"8,423","$694,126 ","$20,659,423 ","$61,099,877 ",$0 ,"$20,659,423 "
18-Nov-83,18-Nov-83,1983,1983,A Christmas Story,MGM,Comedy,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$3,250,000 ",886,938,"6,085","$2,071,473 ","$20,605,209 ","$59,501,227 ",$0 ,"$20,605,209 "
26-Mar-82,26-Mar-82,1982,1982,The Beach Girls,Crown,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,263,"1,497",$0 ,"$20,418,789 ","$63,270,462 ",$0 ,"$20,418,789 "
2-Apr-82,2-Apr-82,1982,1982,Some Kind of Hero,Paramount Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0 ,975,975,"4,291","$5,631,293 ","$20,400,486 ","$63,213,743 ",$0 ,"$20,400,486 "
16-Jul-82,16-Jul-82,1982,1982,Six Pack,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,504,783,"7,344","$1,946,418 ","$20,225,989 ","$62,673,047 ",$0 ,"$20,225,989 "
10-Nov-82,10-Nov-82,1982,1982,Creepshow,Warner Bros.,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$8,000,000 ","1,127","1,132","6,098","$5,870,889 ","$20,036,244 ","$62,085,087 ",$0 ,"$20,036,244 "
13-May-83,13-May-83,1983,1983,Breathless,Orion Pictures,Action,Remake,Live Action,Contemporary Fiction,"$7,000,000 ","1,161","1,166","5,847","$4,384,369 ","$19,910,002 ","$57,580,985 ",$0 ,"$19,910,002 "
19-Mar-82,19-Mar-82,1982,1982,Deathtrap,Warner Bros.,Comedy,Based on Play,Live Action,Contemporary Fiction,$0 ,341,603,"5,505","$2,238,977 ","$19,282,000 ","$59,747,962 ",$0 ,"$19,282,000 "
21-May-82,21-May-82,1982,1982,Dead Men Don't Wear Plaid,Universal,Comedy,Original Screenplay,Live Action,Historical Fiction,$0 ,882,906,"3,278","$4,289,601 ","$18,196,170 ","$56,383,366 ",$0 ,"$18,196,170 "
25-Mar-83,25-Mar-83,1983,1983,Max Dugan Returns,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,790,801,"5,446","$2,791,002 ","$17,613,720 ","$50,939,995 ",$0 ,"$17,613,720 "
1-Oct-82,1-Oct-82,1982,1982,My Favorite Year,MGM,Comedy,Original Screenplay,Live Action,Historical Fiction,$0 ,52,720,"5,461","$266,009 ","$17,458,105 ","$54,096,364 ",$0 ,"$17,458,105 "
21-Oct-83,21-Oct-83,1983,1983,All the Right Moves,20th Century Fox,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0 ,442,909,"6,385","$1,625,486 ","$17,200,000 ","$49,743,488 ",$0 ,"$17,200,000 "
29-Apr-83,29-Apr-83,1983,1983,Valley Girl,Atlantic,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,442,442,"4,316","$1,856,780 ","$16,800,000 ","$48,586,664 ",$0 ,"$16,800,000 "
