,Unnamed: 0,Title,Query_Title,Domestic Release Date,Year Released (Domestic),Month Released (Domestic),Infl. Adj. Dom. Box Office,Domestic Box Office,Genre,Theatrical Distributor,Total Oscars Awarded in Year,Awards,Metascore,IMDB,Rotten Tomatoes,Rated,Director,Runtime,Country,index
1472,1548,Things Are Tough All Over,Things Are Tough All Over,1982-07-30,1982,7,65487800,21134374,Comedy,Sony Pictures,23,,40.0,6.0,40/100,R,Thomas K. Avildsen,90 min,USA,
1473,1549,My Tutor,My Tutor,1983-03-04,1983,3,65323036,22587000,Comedy,Crown,23,,17.0,5.2,17/100,R,George Bowers,97 min,USA,
1474,1550,Night Shift,Night Shift,1982-07-30,1982,7,65124274,21017056,Comedy,Warner Bros.,23,Nominated for 1 Golden Globe. Another 1 win.,62.0,6.6,92%,R,Ron Howard,106 min,USA,
1475,1552,Shoot to Kill,Shoot to Kill,1988-02-12,1988,2,64944762,29300000,Action,Walt Disney,23,2 nominations.,,6.8,100%,R,Roger Spottiswoode,110 min,"USA, Canada",
1476,1553,Wildcats,Wildcats,1986-02-14,1986,2,64544824,26285544,Comedy,Warner Bros.,23,2 nominations.,41.0,6.0,22%,R,Michael Ritchie,106 min,USA,
1477,1554,Green Card,Green Card,1990-12-25,1990,12,64493106,29804169,Romantic Comedy,Walt Disney,23,Nominated for 1 Oscar. Another 3 wins & 3 nominations.,58.0,6.2,60%,PG-13,Peter Weir,107 min,"France, Australia, USA",
1478,1555,The Octagon,The Octagon,1980-01-01,1980,1,64345725,19000000,Action,American Cinema Releasing,22,,48.0,5.2,33%,R,Eric Karson,103 min,USA,
1479,1556,Heavy Metal,Heavy Metal,1981-08-07,1981,8,64134036,19571091,Adventure,Columbia,23,4 wins & 2 nominations.,51.0,6.7,60%,R,"Gerald Potterton, John Bruno, John Halas, Julian Harris, Jimmy T. Murakami, Barrie Nelson, Paul Sabella, Jack Stokes, Pino Van Lamsweerde, Harold Whitaker",86 min,Canada,
1480,1557,Fright Night,Fright Night,1985-08-02,1985,8,63955370,24922237,Horror,Sony Pictures,23,2 wins & 8 nominations.,64.0,6.3,72%,R,Craig Gillespie,106 min,USA,
1481,1558,Pacific Heights,Pacific Heights,1990-09-28,1990,9,63428812,29381956,Thriller/Suspense,20th Century Fox,23,,55.0,6.4,48%,R,John Schlesinger,102 min,USA,
1482,1559,Summer Rental,Summer Rental,1985-08-09,1985,8,63310646,24671000,Comedy,Paramount Pictures,23,3 nominations.,38.0,6.3,17%,PG,Carl Reiner,87 min,USA,
1483,1561,Some Kind of Hero,Some Kind of Hero,1982-04-02,1982,4,63213743,20400486,Comedy,Paramount Pictures,23,,68.0,5.8,40%,R,Michael Pressman,97 min,USA,
1484,1562,Jumpin' Jack Flash,Jumpin' Jack Flash,1986-10-10,1986,10,62831506,25587804,Comedy,20th Century Fox,23,2 nominations.,52.0,5.9,29%,R,Penny Marshall,105 min,USA,
1485,1563,The Emerald Forest,The Emerald Forest,1985-07-03,1985,7,62791121,24468550,Drama,Avco Embassy,23,Nominated for 3 BAFTA Film Awards. Another 1 nomination.,,6.9,81%,R,John Boorman,114 min,UK,
1486,1564,Six Pack,Six Pack,1982-07-16,1982,7,62673047,20225989,Comedy,20th Century Fox,23,,45.0,6.0,45/100,PG,Daniel Petrie,108 min,USA,
1487,1565,Class,Class,1983-07-22,1983,7,62664620,21667789,Comedy,Orion Pictures,23,21 wins & 39 nominations.,65.0,7.7,86%,PG-13,Matthew Vaughn,131 min,"USA, UK",
1488,1566,Ernest Saves Christmas,Ernest Saves Christmas,1988-11-11,1988,11,62511244,28202109,Comedy,Walt Disney,23,,44.0,5.6,36%,PG,John R. Cherry III,95 min,USA,
1489,1567,Mommie Dearest,Mommie Dearest,1981-09-18,1981,9,62367452,19032000,Drama,Paramount Pictures,23,9 wins & 11 nominations.,55.0,6.7,49%,R,Frank Perry,129 min,USA,
1490,1568,Heartburn,Heartburn,1986-07-25,1986,7,62159880,25314289,Comedy,Paramount Pictures,23,1 win & 1 nomination.,49.0,6.1,45%,R,Mike Nichols,108 min,USA,
1491,1569,Creepshow,Creepshow,1982-11-10,1982,11,62085087,20036244,Horror,Warner Bros.,23,2 nominations.,59.0,6.9,73%,R,George A. Romero,120 min,USA,
1492,1570,Cujo,Cujo,1983-08-12,1983,8,61184928,21156152,Horror,Warner Bros.,23,1 win & 3 nominations.,57.0,6.1,61%,R,Lewis Teague,93 min,USA,
1493,1571,Predator 2,Predator 2,1990-11-21,1990,11,61130933,28317513,Action,20th Century Fox,23,1 win & 4 nominations.,46.0,6.3,29%,R,Stephen Hopkins,108 min,USA,
1494,1572,The Man From Snowy River,The Man From Snowy River,1982-11-03,1982,11,61099877,20659423,Drama,20th Century Fox,23,Nominated for 1 Golden Globe. Another 2 wins & 2 nominations.,63.0,7.3,85%,PG,George Miller,102 min,Australia,
1495,1574,Hardly Working,Hardly Working,1980-01-01,1980,1,60959100,18000000,,20th Century Fox,22,3 nominations.,,4.9,10%,PG,Jerry Lewis,91 min,USA,
1496,1575,Santa Claus,Santa Claus,1985-11-29,1985,11,60849498,23717291,Adventure,Sony/TriStar,23,,,7.7,93%,TV-G,"Jules Bass, Arthur Rankin Jr.",48 min,"USA, Japan",
1497,1576,The Right Stuff,The Right Stuff,1983-10-21,1983,10,60769640,21500000,Action,Warner Bros.,23,Won 4 Oscars. Another 7 wins & 16 nominations.,91.0,7.8,96%,PG,Philip Kaufman,193 min,USA,
1498,1577,The Morning After,The Morning After,1986-12-25,1986,12,60536014,25147055,Thriller/Suspense,20th Century Fox,23,,,5.9,67%,R,Sidney Lumet,103 min,USA,
1499,1578,Honeysuckle Rose,Honeysuckle Rose,1980-07-18,1980,7,60333298,17815212,Drama,Warner Bros.,22,Nominated for 1 Oscar. Another 1 win & 1 nomination.,,6.3,50%,PG,Jerry Schatzberg,119 min,USA,
1500,1579,The Rescuers Down Under,The Rescuers Down Under,1990-11-16,1990,11,60297532,27931461,Adventure,Walt Disney,23,6 wins.,70.0,6.9,69%,G,"Hendel Butoy, Mike Gabriel",77 min,USA,
1501,1580,The Dead Zone,The Dead Zone,1983-10-21,1983,10,60056582,20766000,Horror,Paramount Pictures,23,7 wins & 4 nominations.,69.0,7.2,91%,R,David Cronenberg,103 min,USA,
1502,1581,Christine,Christine,1983-12-09,1983,12,59959888,21200000,Horror,Sony Pictures,23,2 nominations.,57.0,6.7,69%,R,John Carpenter,110 min,USA,
1503,1582,Deathtrap,Deathtrap,1982-03-19,1982,3,59747962,19282000,Comedy,Warner Bros.,23,6 nominations.,54.0,7.0,71%,PG,Sidney Lumet,116 min,USA,
1504,1583,A Christmas Story,A Christmas Story,1983-11-18,1983,11,59501227,20605209,Comedy,MGM,23,3 wins & 11 nominations.,77.0,7.9,89%,PG,Bob Clark,94 min,"USA, Canada",
1505,1584,Iron Eagle,Iron Eagle,1986-01-17,1986,1,59325176,24159872,Action,Sony/TriStar,23,,41.0,5.5,20%,PG-13,Sidney J. Furie,117 min,"USA, Israel, Canada",
1506,1586,The Great Mouse Detective,The Great Mouse Detective,1986-07-02,1986,7,57963987,23605534,Adventure,Walt Disney,23,1 win & 3 nominations.,73.0,7.2,79%,G,"Ron Clements, Burny Mattinson, David Michener, John Musker",74 min,USA,
1507,1587,Breathless,Breathless,1983-05-13,1983,5,57580985,19910002,Action,Orion Pictures,23,Nominated for 1 BAFTA Film Award. Another 4 wins & 3 nominations.,,7.9,97%,Not Rated,Jean-Luc Godard,90 min,France,
1508,1588,Herbie Goes Bananas,Herbie Goes Bananas,1980-01-01,1980,1,57572485,17000000,,,22,2 nominations.,55.0,5.0,40%,G,Vincent McEveety,100 min,USA,
1509,1589,Betrayed,Betrayed,1988-08-26,1988,8,57222634,25816139,Thriller/Suspense,United Artists,23,,,6.3,42%,R,Costa-Gavras,127 min,"USA, Japan",
1510,1590,Funny Farm,Funny Farm,1988-06-03,1988,6,56604393,25537221,Comedy,Warner Bros.,23,,50.0,6.2,65%,PG,George Roy Hill,101 min,USA,
1511,1592,Dead Men Don't Wear Plaid,Dead Men Don't Wear Plaid,1982-05-21,1982,5,56383366,18196170,Comedy,Universal,23,,67.0,6.9,79%,PG,Carl Reiner,88 min,USA,
1512,1594,Alien Nation,Alien Nation,1988-10-07,1988,10,55892929,25216243,Drama,20th Century Fox,23,1 win & 4 nominations.,45.0,6.3,53%,R,Graham Baker,91 min,USA,
1513,1595,The Black Cauldron,The Black Cauldron,1985-07-24,1985,7,54630976,21288692,Adventure,Walt Disney,23,,59.0,6.4,55%,PG,"Ted Berman, Richard Rich",80 min,"USA, UK",
1514,1597,Max Dugan Returns,Max Dugan Returns,1983-03-25,1983,3,50939995,17613720,Comedy,20th Century Fox,23,1 nomination.,,6.6,71%,PG,Herbert Ross,98 min,USA,
1515,1598,All the Right Moves,All the Right Moves,1983-10-21,1983,10,49743488,17200000,Drama,20th Century Fox,23,,62.0,5.9,52%,R,Michael Chapman,91 min,USA,
1516,1599,Valley Girl,Valley Girl,1983-04-29,1983,4,48586664,16800000,Comedy,Atlantic,23,,66.0,6.4,66/100,R,Martha Coolidge,99 min,USA,
0,0,Pirates of the Caribbean: Dead Man’…,DEAD MAN'S,2006-07-07,2006,7,588764432,423315812,Adventure,Walt Disney,25,Won 1 Oscar. Another 43 wins & 53 nominations.,53.0,7.3,53%,PG-13,Gore Verbinski,151 min,USA,25.0
1,1,Star Wars: The Rise of Skywalker,THE RISE OF SKYWALKER,2019-12-20,2019,12,515202542,515202542,Adventure,Walt Disney,25,Nominated for 3 Oscars. Another 7 wins & 35 nominations.,53.0,6.7,51%,PG-13,J.J. Abrams,142 min,USA,38.0
2,2,Pirates of the Caribbean: The Curse o…,THE CURSE OF,2003-07-09,2003,7,461408382,305410819,Adventure,Walt Disney,25,Nominated for 5 Oscars. Another 38 wins & 99 nominations.,63.0,8.0,79%,PG-13,Gore Verbinski,143 min,USA,57.0
3,3,"The Chronicles of Narnia: The Lion, t…",THE CHRONICLES OF NARNIA,2005-12-09,2005,12,412335608,291710957,Adventure,Walt Disney,25,Won 1 Oscar. Another 17 wins & 46 nominations.,75.0,6.9,76%,PG,Andrew Adamson,143 min,"UK, USA",81.0
4,4,Pirates of the Caribbean: At World’…,PIRATES OF THE CARIBBEAN AT WORLD'S END,2007-05-24,2007,5,409712211,309420425,Adventure,Walt Disney,25,Nominated for 2 Oscars. Another 20 wins & 44 nominations.,50.0,7.1,44%,PG-13,Gore Verbinski,169 min,USA,84.0
5,5,Harry Potter and the Order of the Pho…,HARRY POTTER AND THE ORDER OF THE PHOENIX,2007-07-11,2007,7,386651621,292137260,Adventure,Warner Bros.,25,Nominated for 2 BAFTA Film Awards. Another 14 wins & 40 nominations.,71.0,7.5,78%,PG-13,David Yates,138 min,"UK, USA",102.0
6,6,3 Men and a Baby,THREE MEN AND A BABY,1987-11-25,1987,11,381836094,167780960,Comedy,Walt Disney,23,2 wins & 1 nomination.,61.0,6.0,75%,PG,Leonard Nimoy,102 min,"USA, France",112.0
7,7,Mission: Impossible 2,MISSION IMPOSSIBLE II,2000-05-24,2000,5,364078672,215409889,Action,Paramount Pictures,24,12 wins & 20 nominations.,59.0,6.1,59/100,PG-13,John Woo,123 min,"USA, Germany",125.0
8,8,Nine to Five,9 To 5,1980-12-19,1980,12,339231493,103290500,Comedy,20th Century Fox,22,Nominated for 1 Oscar. Another 3 wins & 6 nominations.,58.0,6.8,82%,PG,Colin Higgins,109 min,USA,156.0
9,9,X-Men 2,X-MEN,2003-05-02,2003,5,324741574,214949694,Action,20th Century Fox,25,Nominated for 1 Oscar. Another 16 wins & 47 nominations.,75.0,8.0,90%,PG-13,Bryan Singer,132 min,"USA, UK, Canada",172.0
10,10,Men in Black 2,MEN IN BLACK,2002-07-03,2002,7,298574055,190418803,Action,Sony Pictures,25,Won 1 Oscar. Another 21 wins & 39 nominations.,71.0,7.3,92%,PG-13,Barry Sonnenfeld,98 min,USA,202.0
11,11,The Hobbit: The Battle of the Five Ar…,THE HOBBIT,2014-12-17,2014,12,283285507,255119788,Adventure,Warner Bros.,25,Nominated for 3 Oscars. Another 10 wins & 72 nominations.,58.0,7.8,64%,PG-13,Peter Jackson,169 min,"New Zealand, USA",225.0
12,12,Dumb & Dumber,DUMB AND DUMBER,1994-12-16,1994,12,275554178,127175374,Comedy,New Line,23,5 wins & 3 nominations.,41.0,7.3,67%,PG-13,"Peter Farrelly, Bobby Farrelly",107 min,USA,243.0
13,13,Dr. Seuss’ The Grinch,THE GRINCH,2018-11-09,2018,11,270620950,270620950,Adventure,Universal,25,Won 1 Oscar. Another 17 wins & 37 nominations.,46.0,6.2,50%,PG,Ron Howard,104 min,"USA, Germany",258.0
14,14,Fast and Furious 6,FAST & FURIOUS 6,2013-05-24,2013,5,267450606,238679850,Action,Universal,25,10 wins & 22 nominations.,61.0,7.1,70%,PG-13,Justin Lin,130 min,"USA, Japan, Spain, UK",268.0
15,15,Mr. and Mrs. Smith,MR & MRS SMITH,2005-06-10,2005,6,264824256,186336279,Action,20th Century Fox,25,9 wins & 18 nominations.,55.0,6.5,60%,PG-13,Doug Liman,120 min,USA,276.0
16,16,Doctor Seuss' The Lorax,THE LORAX,2012-03-02,2012,3,244951985,214030500,Adventure,Universal,25,4 wins & 8 nominations.,46.0,6.4,46/100,PG,"Chris Renaud, Kyle Balda(co-director)",86 min,"USA, France",316.0
17,17,Crocodile Dundee 2,CROCODILE DUNDEE II,1988-05-25,1988,5,242282126,109306210,Adventure,Paramount Pictures,23,2 wins.,41.0,5.6,10%,PG,John Cornell,108 min,Australia,323.0
18,18,Interview with the Vampire: The Vampi…,INTERVIEW WITH THE VAMPIRE,1994-11-11,1994,11,234419276,105264608,Horror,Warner Bros.,23,Nominated for 2 Oscars. Another 24 wins & 34 nominations.,59.0,7.6,63%,R,Neil Jordan,123 min,USA,337.0
19,19,Night at the Museum: Battle of the Sm…,NIGHT AT THE MUSEUM BATTLE,2009-05-22,2009,5,215292039,177243721,Adventure,20th Century Fox,25,2 wins & 9 nominations.,42.0,6.0,45%,PG,Shawn Levy,105 min,"USA, Canada",397.0
20,20,Spider-Man: Into The Spider-Verse 3D,SPIDER-MAN INTO THE SPIDER-VERSE,2018-12-14,2018,12,190173195,190173195,Adventure,Sony Pictures,25,Won 1 Oscar. Another 79 wins & 55 nominations.,87.0,8.4,97%,PG,"Bob Persichetti, Peter Ramsey, Rodney Rothman",117 min,USA,497.0
21,22,Pirates of the Caribbean: Dead Men Te…,DEAD MEN TELL NO TALES,2017-05-26,2017,5,175252095,172558876,Adventure,Walt Disney,25,1 win & 12 nominations.,39.0,6.6,30%,PG-13,"Joachim Rønning, Espen Sandberg",129 min,"USA, Australia, UK, Canada",577.0
22,23,Fantastic Four: Rise of the Silver Su…,RISE OF THE SILVER SURFER,2007-06-15,2007,6,174681253,131921738,Action,20th Century Fox,25,2 wins & 14 nominations.,45.0,5.6,37%,PG,Tim Story,92 min,"USA, Germany, UK",581.0
23,24,The Naked Gun: From the Files of Poli…,FROM THE FILES OF POLICE SQUAD,1988-12-02,1988,12,174519960,78041829,Comedy,Paramount Pictures,23,1 nomination.,76.0,7.6,87%,PG-13,David Zucker,85 min,USA,584.0
24,25,Lemony Snicket's A Series of Unfortun…,A SERIES OF UNFORTUNATE EVENTS,2004-12-17,2004,12,172925628,118627117,Adventure,Paramount Pictures,25,Won 1 Oscar. Another 9 wins & 28 nominations.,62.0,6.8,72%,PG,Brad Silberling,108 min,"Germany, USA",592.0
25,26,Dodgeball: A True Underdog Story,DODGEBALL,2004-06-18,2004,6,167716029,114326736,Comedy,20th Century Fox,25,2 wins & 9 nominations.,55.0,6.7,70%,PG-13,Rawson Marshall Thurber,92 min,USA,631.0
26,27,Disney’s A Christmas Carol,A CHRISTMAS CAROL,2009-11-06,2009,11,167424190,137855863,Drama,Walt Disney,25,3 wins & 5 nominations.,55.0,6.8,52%,PG,Robert Zemeckis,96 min,USA,636.0
27,28,The X Files: Fight the Future,X-FILES,1998-06-19,1998,6,162966658,83898313,Action,20th Century Fox,24,7 wins & 11 nominations.,60.0,7.0,66%,PG-13,Rob Bowman,121 min,USA,654.0
28,29,Fantastic Beasts: The Crimes of Grind…,FANTASTIC BEASTS,2018-11-16,2018,11,159555902,159555901,Adventure,Warner Bros.,25,Won 1 Oscar. Another 14 wins & 53 nominations.,66.0,7.3,74%,PG-13,David Yates,132 min,"UK, USA",678.0
29,30,I Now Pronounce You Chuck and Larry,I NOW PRONOUNCE YOU CHUCK & LARRY,2007-07-20,2007,7,158531582,119725280,Comedy,Universal,25,14 nominations.,37.0,5.9,15%,PG-13,Dennis Dugan,115 min,USA,688.0
30,31,3 Men and a Little Lady,THREE MEN AND A LITTLE LADY,1990-11-21,1990,11,154652645,71609321,Comedy,Walt Disney,23,1 win & 1 nomination.,51.0,5.4,38%,PG,Emile Ardolino,104 min,USA,711.0
31,33,Cheech & Chong's Next Movie,CHEECH AND CHONG'S NEXT MOVIE,1980-07-18,1980,7,141137923,41675194,Comedy,Universal,22,1 nomination.,66.0,6.1,66/100,R,Tommy Chong,99 min,USA,802.0
32,34,The Divergent Series: Insurgent,INSURGENT,2015-03-20,2015,3,140679872,130179072,Action,Lionsgate,25,3 wins & 17 nominations.,42.0,6.2,28%,PG-13,Robert Schwentke,119 min,USA,805.0
33,35,"Legally Blonde 2: Red, White & Blonde",LEGALLY BLONDE 2,2003-07-02,2003,7,136935662,90639088,Comedy,MGM,25,3 wins & 5 nominations.,47.0,4.8,37%,PG-13,Charles Herman-Wurmfeld,95 min,USA,835.0
34,37,Spy Kids 2: The Island of Lost Dreams,ISLAND OF LOST DREAMS,2002-08-07,2002,8,134590019,85846296,Adventure,Miramax/Dimension,25,3 wins & 3 nominations.,66.0,5.1,75%,PG,Robert Rodriguez,100 min,USA,848.0
35,38,Blade 2,BLADE II,2002-03-22,2002,3,128068234,81676888,Action,New Line,25,6 wins & 10 nominations.,52.0,6.7,57%,R,Guillermo del Toro,117 min,"Germany, USA",902.0
36,39,Artificial Intelligence: AI,ARTIFICIAL INTELLIGENCE,2001-06-29,2001,6,126536752,78616689,Drama,Warner Bros.,25,Nominated for 2 Oscars. Another 17 wins & 68 nominations.,65.0,7.2,74%,PG-13,Steven Spielberg,146 min,"USA, UK",920.0
37,40,The Hangover 3,THE HANGOVER PART III,2013-05-23,2013,5,125724796,112200072,Comedy,Warner Bros.,25,2 wins & 7 nominations.,30.0,5.8,20%,R,Todd Phillips,100 min,USA,927.0
38,41,SpongeBob SquarePants: The Movie,SPONGEBOB SQUAREPANTS MOVIE,2004-11-19,2004,11,125144234,85416609,Adventure,Paramount Pictures,25,1 win & 10 nominations.,66.0,7.1,68%,PG,"Stephen Hillenburg, Mark Osborne",87 min,USA,935.0
39,42,"Greystoke: The Legend of Tarzan, Lord…",GREYSTOKE,1984-03-30,1984,3,124449105,45900000,Adventure,Warner Bros.,23,Nominated for 3 Oscars. Another 3 wins & 13 nominations.,62.0,6.4,73%,PG,Hugh Hudson,135 min,"UK, USA",941.0
40,43,Mouse Hunt,MOUSEHUNT,1997-12-19,1997,12,121922155,61894591,Adventure,Dreamworks SKG,24,2 wins & 2 nominations.,54.0,6.4,42%,PG,Gore Verbinski,98 min,USA,966.0
41,44,Cheech & Chong's Nice Dreams,NICE DREAMS,1981-06-05,1981,6,121248197,37000000,Comedy,Columbia,23,,54.0,6.2,43%,R,Tommy Chong,88 min,USA,974.0
42,46,Mamma Mia: Here We Go Again!,MAMMA MIA! HERE WE GO AGAIN,2018-07-20,2018,7,120634935,120634935,Musical,Universal,25,12 nominations.,60.0,6.7,79%,PG-13,Ol Parker,114 min,"UK, USA, Japan",979.0
43,47,Epic,EPIC,2013-05-24,2013,5,120479112,107518682,Adventure,20th Century Fox,25,2 wins & 3 nominations.,17.0,2.4,2%,PG-13,"Jason Friedberg, Aaron Seltzer",86 min,USA,981.0
44,48,Fantasia 2000 (Theatrical Release),FANTASIA 2000,1999-12-31,1999,12,117890205,69610858,Musical,Walt Disney,23,4 wins & 7 nominations.,59.0,7.2,81%,G,"James Algar, Gaëtan Brizzi, Paul Brizzi, Hendel Butoy, Francis Glebas, Eric Goldberg, Don Hahn, Pixote Hunt",75 min,USA,1022.0
45,50,Ford v. Ferrari,FORD V FERRARI,2019-11-15,2019,11,117624357,117624357,Drama,20th Century Fox,25,Won 2 Oscars. Another 21 wins & 73 nominations.,81.0,8.1,92%,PG-13,James Mangold,152 min,USA,1029.0
46,51,Cowboys and Aliens,COWBOYS & ALIENS,2011-07-29,2011,7,115303603,100368560,Action,Universal,25,1 win & 17 nominations.,50.0,6.0,44%,PG-13,Jon Favreau,119 min,"USA, India",1057.0
47,52,High School Musical 3: Senior Year,HIGH SCHOOL MUSICAL 3,2008-10-24,2008,10,114883841,90559416,Musical,Walt Disney,25,8 wins & 9 nominations.,57.0,4.8,64%,G,Kenny Ortega,112 min,USA,1063.0
48,53,Gnomeo and Juliet,GNOMEO & JULIET,2011-02-11,2011,2,114843056,99967670,Comedy,Walt Disney,25,Nominated for 1 Golden Globe. Another 1 win & 11 nominations.,53.0,5.9,56%,G,Kelly Asbury,84 min,"UK, USA, Canada",1065.0
49,54,Friday the 13th Part 3,FRIDAY THE 13TH PART III,1982-08-13,1982,8,113689284,36690067,Horror,Paramount Pictures,23,2 nominations.,30.0,5.7,11%,R,Steve Miner,95 min,USA,1089.0
50,55,Garfield: The Movie,GARFIELD,2004-06-11,2004,6,110563551,75367693,Adventure,20th Century Fox,25,1 win & 1 nomination.,27.0,5.0,15%,PG,Peter Hewitt,80 min,USA,1124.0
51,56,La marche de l'empereur,MARCH OF THE PENGUINS,2005-06-24,2005,6,110055086,77437223,Documentary,Warner Independent,25,Won 1 Oscar. Another 21 wins & 15 nominations.,79.0,7.5,94%,G,Luc Jacquet,80 min,France,1132.0
52,57,A Nightmare on Elm Street 4: The Drea…,A NIGHTMARE ON ELM STREET 4 THE DREAM MASTER,1988-08-19,1988,8,109430595,49369899,Horror,New Line,23,2 wins & 9 nominations.,56.0,5.7,55%,R,Renny Harlin,93 min,USA,1138.0
53,58,The Divine Secrets of the Ya-Ya Siste…,DIVINE SECRETS OF THE YA-YA SISTERHOOD,2002-06-07,2002,6,109110734,69586544,Comedy,Warner Bros.,25,1 win & 7 nominations.,48.0,6.1,45%,PG-13,Callie Khouri,116 min,USA,1142.0
54,59,The Conjuring 2: The Enfield Poltergeist,THE CONJURING 2,2016-06-10,2016,6,107919283,102470008,Horror,Warner Bros.,25,4 wins & 13 nominations.,65.0,7.3,80%,R,James Wan,134 min,"Canada, USA, UK",1160.0
55,60,Austin Powers: International Man of M…,AUSTIN POWERS INTERNATIONAL MAN OF MYSTERY,1997-05-02,1997,5,106946216,53883989,Comedy,New Line,24,3 wins & 8 nominations.,51.0,7.0,71%,PG-13,Jay Roach,89 min,USA,1171.0
56,61,Halloween: H2O,Halloween H20: 20 Years Later,1998-08-05,1998,8,106914760,55041738,Horror,Miramax,24,2 wins & 12 nominations.,52.0,5.8,52%,R,Steve Miner,86 min,USA,1173.0
57,62,Kill Bill: Volume 1,KILL BILL Vol. 1,2003-10-10,2003,10,105883416,70098138,Action,Miramax,25,Nominated for 1 Golden Globe. Another 28 wins & 102 nominations.,69.0,8.1,85%,R,Quentin Tarantino,111 min,"USA, Japan",1184.0
58,63,Prince of Persia: Sands of Time,PRINCE OF PERSIA: THE SANDS OF TIME,2010-05-28,2010,5,104793487,90759676,Action,Walt Disney,25,1 win & 11 nominations.,50.0,6.6,37%,PG-13,Mike Newell,116 min,USA,1201.0
59,64,A Nightmare On Elm Street 3: Dream Wa…,A NIGHTMARE ON ELM STREET 3,1987-02-27,1987,2,104364770,44793222,Horror,New Line,23,1 win & 4 nominations.,49.0,6.6,74%,R,Chuck Russell,96 min,USA,1210.0
60,65,Percy Jackson & the Olympians: The Li…,PERCY JACKSON & THE OLYMPIANS,2010-02-12,2010,2,102494196,88768303,Adventure,20th Century Fox,25,11 nominations.,47.0,5.9,49%,PG,Chris Columbus,118 min,"UK, Canada, USA",1233.0
61,66,Barnyard: The Original Party Animals,BARNYARD,2006-08-04,2006,8,101223916,72779000,Adventure,Paramount Pictures,25,3 nominations.,42.0,5.5,22%,PG,Steve Oedekerk,90 min,"USA, Germany, Netherlands",1251.0
62,67,Disney Planes,PLANES,2013-08-09,2013,8,101165347,90282580,Adventure,Walt Disney,25,1 nomination.,72.0,7.6,91%,R,John Hughes,93 min,USA,1253.0
63,68,City Slickers II: The Legend of Curly…,CITY SLICKERS II,1994-06-10,1994,6,96996812,43440947,Comedy,Sony Pictures,23,2 nominations.,43.0,5.6,18%,PG-13,Paul Weiland,116 min,USA,1306.0
64,69,Don’t Breathe,DON'T BREATHE,2016-08-26,2016,8,93962408,89217875,Horror,Sony Pictures,25,7 wins & 21 nominations.,71.0,7.1,88%,R,Fede Alvarez,88 min,"USA, Hungary",1348.0
65,70,John Wick: Chapter Two,JOHN WICK CHAPTER 2,2017-02-10,2017,2,93465530,92029184,Action,Lionsgate,25,4 wins & 6 nominations.,75.0,7.5,89%,R,Chad Stahelski,122 min,"USA, Italy, Hong Kong, Canada",1354.0
