Title,Query_Title,Domestic Release Date,Year Released (Domestic),Month Released (Domestic),Infl. Adj. Dom. Box Office,Domestic Box Office,Genre,Theatrical Distributor,Total Oscars Awarded in Year,Awards,Metascore,IMDB,Rotten Tomatoes,Rated,Director,Runtime,Country
End of Days,End of Days,1999-11-24,1999,11,119570554,66889043,Action,Universal,23,1 win & 7 nominations.,33,5.8,11%,R,Peter Hyams,122 min,USA
Paranormal Activity 3,Paranormal Activity 3,2011-10-21,2011,10,119508405,104028807,Horror,Paramount Pictures,25,1 win & 6 nominations.,59,5.8,67%,R,"Henry Joost, Ariel Schulman",83 min,USA
Bad Moms,Bad Moms,2016-07-29,2016,7,119280227,113257297,Comedy,STX Entertainment,25,3 wins & 5 nominations.,60,6.2,58%,R,"Jon Lucas, Scott Moore",100 min,USA
The Living Daylights,The Living Daylights,1987-07-31,1987,7,119257115,51185000,Action,MGM,23,3 wins & 4 nominations.,60,6.7,72%,PG,John Glen,130 min,UK
Star Trek V: The Final Frontier,Star Trek V The Final Frontier,1989-06-09,1989,6,119206400,52210049,Action,Paramount Pictures,23,4 wins & 3 nominations.,43,5.5,21%,PG,William Shatner,107 min,USA
Along Came a Spider,Along Came a Spider,2001-04-06,2001,4,119200478,74058698,Thriller/Suspense,Paramount Pictures,25,1 win & 1 nomination.,42,6.4,31%,R,Lee Tamahori,104 min,"USA, Germany, Canada"
Bowfinger,Bowfinger,1999-08-13,1999,8,119180974,66458769,Comedy,Universal,23,6 nominations.,71,6.4,81%,PG-13,Frank Oz,97 min,USA
Trainwreck,Trainwreck,2015-07-17,2015,7,119102928,110212700,Comedy,Universal,25,Nominated for 2 Golden Globes. Another 5 wins & 25 nominations.,75,6.2,84%,R,Judd Apatow,125 min,"USA, Japan"
Rambo III,Rambo III,1988-05-25,1988,5,119063063,53715611,Action,Sony/TriStar,23,2 wins & 5 nominations.,36,5.8,37%,R,Peter MacDonald,102 min,USA
The Expendables,The Expendables,2010-08-13,2010,8,119005606,103068524,Action,Lionsgate,25,3 wins & 5 nominations.,45,6.5,42%,R,Sylvester Stallone,103 min,"USA, Bulgaria, Spain, Germany"
The Bone Collector,The Bone Collector,1999-11-05,1999,11,118955100,66488090,Thriller/Suspense,Universal,23,1 win & 3 nominations.,45,6.7,28%,R,Phillip Noyce,118 min,"USA, Canada"
Jungle 2 Jungle,Jungle 2 Jungle,1997-03-07,1997,3,118936161,59925026,Comedy,Walt Disney,24,3 nominations.,42,5.2,19%,PG,John Pasquin,105 min,"USA, France"
Shaft,Shaft,2000-06-16,2000,6,118865832,70327868,Action,Paramount Pictures,24,1 win & 13 nominations.,50,5.9,67%,R,John Singleton,99 min,"Germany, USA"
Journey 2: The Mysterious Island,Journey 2 The Mysterious Island,2012-02-10,2012,2,118865230,103860290,Adventure,Warner Bros.,25,7 wins & 4 nominations.,41,5.8,45%,PG,Brad Peyton,94 min,USA
300: Rise of an Empire,300 Rise of an Empire,2014-03-07,2014,3,118842619,106580051,Action,Warner Bros.,25,2 wins & 7 nominations.,48,6.2,44%,R,Noam Murro,102 min,USA
The Notebook,The Notebook,2004-06-25,2004,6,118828708,81001787,Drama,New Line,25,12 wins & 10 nominations.,53,7.8,53%,PG-13,Nick Cassavetes,123 min,USA
Barbershop,Barbershop,2002-09-13,2002,9,118792952,75781642,Comedy,MGM,25,1 win & 17 nominations.,66,6.3,83%,PG-13,Tim Story,102 min,USA
The Bucket List,The Bucket List,2007-12-25,2007,12,118639111,93466502,Comedy,Warner Bros.,25,3 wins & 4 nominations.,42,7.4,41%,PG-13,Rob Reiner,97 min,USA
Conan the Barbarian,Conan the Barbarian,1982-05-14,1982,5,118566595,38264085,Action,Universal,23,Won 1 Golden Globe. Another 1 win & 9 nominations.,43,6.9,66%,R,John Milius,129 min,"USA, Spain, Mexico"
The Rookie,The Rookie,2002-03-29,2002,3,118539867,75600072,Drama,Walt Disney,25,5 wins & 4 nominations.,72,6.9,84%,G,John Lee Hancock,127 min,USA
Clueless,Clueless,1995-07-01,1995,7,118526958,56598476,Comedy,Paramount Pictures,24,6 wins & 11 nominations.,68,6.8,68/100,PG-13,Amy Heckerling,97 min,USA
Doc Hollywood,Doc Hollywood,1991-08-02,1991,8,118477126,54751779,Romantic Comedy,Warner Bros.,23,N/A,56,6.2,68%,PG-13,Michael Caton-Jones,104 min,USA
Open Season,Open Season,2006-09-29,2006,9,118367770,85105259,Adventure,Sony Pictures,25,1 win & 10 nominations.,49,6.1,48%,PG,"Roger Allers, Jill Culton, Anthony Stacchi(co-director)",86 min,USA
Just Go With It,Just Go With It,2011-02-11,2011,2,118358896,103028109,Romantic Comedy,Sony Pictures,25,5 wins & 13 nominations.,33,6.4,19%,PG-13,Dennis Dugan,117 min,USA
Creed,Creed,2015-11-25,2015,11,118336541,109767581,Drama,Warner Bros.,25,Nominated for 1 Oscar. Another 46 wins & 62 nominations.,82,7.6,95%,PG-13,Ryan Coogler,133 min,USA
Rise of the Guardians,Rise of the Guardians,2012-11-21,2012,11,118205019,103412758,Adventure,Paramount Pictures,25,Nominated for 1 Golden Globe. Another 14 wins & 31 nominations.,58,7.3,74%,PG,Peter Ramsey,97 min,USA
The Three Musketeers,The Three Musketeers,1993-11-12,1993,11,118127821,53661805,Adventure,Walt Disney,23,5 nominations.,35,5.7,26%,PG-13,Paul W.S. Anderson,110 min,"USA, Germany, France, UK"
Public Enemies,Public Enemies,2009-07-01,2009,7,117949739,97104620,Drama,Universal,25,1 win & 14 nominations.,70,7.0,68%,R,Michael Mann,140 min,"USA, Japan"
Rookie of the Year,Rookie of the Year,1993-07-07,1993,7,117900272,53579269,Comedy,20th Century Fox,23,1 win & 1 nomination.,53,6.1,35%,PG,Daniel Stern,103 min,USA
Fantasia 2000 (Theatrical Release),Fantasia 2000 (Theatrical Release),1999-12-31,1999,12,117890205,69610858,Musical,Walt Disney,23,,,,,,,,
Monster-in-Law,Monster-in-Law,2005-05-13,2005,5,117863358,82931301,Comedy,New Line,25,1 win & 10 nominations.,31,5.6,18%,PG-13,Robert Luketic,101 min,"USA, Germany"
The Kid,The Kid,2000-07-07,2000,7,117785003,69688384,Comedy,Walt Disney,24,2 wins.,N/A,8.3,100%,Passed,Charles Chaplin,68 min,USA
12 Monkeys,12 Monkeys,1995-12-27,1995,12,117783500,57141459,Drama,Universal,24,Nominated for 2 Oscars. Another 10 wins & 22 nominations.,74,8.0,90%,R,Terry Gilliam,129 min,USA
AVP: Alien Vs. Predator,AVP Alien Vs. Predator,2004-08-13,2004,8,117771456,80281096,Horror,20th Century Fox,25,,,,,,,,
The Breakfast Club,The Breakfast Club,1985-02-15,1985,2,117724731,45875171,Comedy,Universal,23,3 wins.,66,7.9,89%,R,John Hughes,97 min,USA
Four Weddings and a Funeral,Four Weddings and a Funeral,1994-03-09,1994,3,117672686,52700832,Romantic Comedy,Gramercy,23,Nominated for 2 Oscars. Another 24 wins & 26 nominations.,81,7.0,96%,R,Mike Newell,117 min,UK
Ford v. Ferrari,Ford v. Ferrari,2019-11-15,2019,11,117624357,117624357,Drama,20th Century Fox,25,,,,,,,,
The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,2011-12-20,2011,12,117567146,102515793,Thriller/Suspense,Sony Pictures,25,Won 1 Oscar. Another 26 wins & 91 nominations.,71,7.8,86%,R,David Fincher,158 min,"USA, Sweden, Norway"
Are We There Yet?,Are We There Yet?,2005-01-21,2005,1,117498238,82674398,Romantic Comedy,Sony Pictures,25,1 win & 8 nominations.,27,4.7,12%,PG,Brian Levant,95 min,"USA, Canada"
The Santa Clause 3: The Escape Clause,The Santa Clause 3 The Escape Clause,2006-11-03,2006,11,117462664,84500122,Adventure,Walt Disney,25,4 wins & 9 nominations.,32,4.7,17%,G,Michael Lembeck,97 min,"USA, Canada"
The Nun,The Nun,2018-09-07,2018,9,117450119,117450119,Horror,Warner Bros.,25,2 wins & 1 nomination.,46,5.3,26%,R,Corin Hardy,96 min,USA
Girls Trip,Girls Trip,2017-07-21,2017,7,116905077,115108515,Comedy,Universal,25,14 wins & 38 nominations.,71,6.2,91%,R,Malcolm D. Lee,122 min,"USA, Canada"
Executive Decision,Executive Decision,1996-03-15,1996,3,116820682,56679192,Thriller/Suspense,Warner Bros.,24,2 wins & 2 nominations.,62,6.4,64%,R,Stuart Baird,133 min,USA
Hope Floats,Hope Floats,1998-05-29,1998,5,116760110,60110313,Drama,20th Century Fox,24,3 wins & 9 nominations.,42,6.0,26%,PG-13,Forest Whitaker,114 min,USA
Edward Scissorhands,Edward Scissorhands,1990-12-07,1990,12,116570540,53976987,Comedy,20th Century Fox,23,Nominated for 1 Oscar. Another 9 wins & 23 nominations.,74,7.9,90%,PG-13,Tim Burton,105 min,USA
Broadcast News,Broadcast News,1987-12-16,1987,12,116425099,51249404,Comedy,20th Century Fox,23,Nominated for 7 Oscars. Another 15 wins & 17 nominations.,84,7.2,98%,R,James L. Brooks,133 min,USA
Cheaper by the Dozen 2,Cheaper by the Dozen 2,2005-12-21,2005,12,116371623,82571173,Adventure,20th Century Fox,25,1 win & 5 nominations.,34,5.5,6%,PG,Adam Shankman,94 min,"USA, Canada"
Eddie Murphy Raw,Eddie Murphy Raw,1987-12-18,1987,12,116256199,50504655,Concert/Performance,Paramount Pictures,23,N/A,54,7.7,81%,R,Robert Townsend,93 min,USA
Little Darlings,Little Darlings,1980-03-21,1980,3,116249859,34326249,,Paramount Pictures,22,3 nominations.,45,6.5,57%,R,Ron Maxwell,96 min,USA
Fifty Shades Darker,Fifty Shades Darker,2017-02-10,2017,2,116220042,114434010,Drama,Universal,25,3 wins & 12 nominations.,33,4.6,11%,R,James Foley,118 min,"USA, China, Japan"
My Cousin Vinny,My Cousin Vinny,1992-03-13,1992,3,116189086,52929168,Comedy,20th Century Fox,23,Won 1 Oscar. Another 4 wins & 6 nominations.,68,7.6,86%,R,Jonathan Lynn,120 min,USA
Beethoven's 2nd,Beethoven's 2nd,1993-12-17,1993,12,116114967,52636940,Comedy,Universal,23,Nominated for 1 Oscar. Another 4 nominations.,N/A,4.9,23%,PG,Rod Daniel,89 min,USA
Due Date,Due Date,2010-11-05,2010,11,116077388,100539043,Comedy,Warner Bros.,25,7 nominations.,51,6.5,40%,R,Todd Phillips,95 min,USA
An American Tail,An American Tail,1986-11-21,1986,11,116015759,47483002,Adventure,Universal,23,Nominated for 1 Oscar. Another 6 wins & 6 nominations.,38,6.9,71%,G,Don Bluth,80 min,USA
Brokeback Mountain,Brokeback Mountain,2005-12-09,2005,12,115922026,83043761,Drama,Focus Features,25,Won 3 Oscars. Another 139 wins & 130 nominations.,87,7.7,87%,R,Ang Lee,134 min,"USA, Canada"
Road Trip,Road Trip,2000-05-19,2000,5,115819721,68525609,Comedy,Dreamworks SKG,24,4 wins & 9 nominations.,55,6.4,58%,R,Todd Phillips,93 min,USA
Creed II,Creed II,2018-11-21,2018,11,115715889,115715889,Drama,MGM,25,1 win & 12 nominations.,66,7.1,84%,PG-13,Steven Caple Jr.,130 min,USA
Anastasia,Anastasia,1997-11-14,1997,11,115693720,58403409,Musical,20th Century Fox,24,Nominated for 2 Oscars. Another 10 wins & 21 nominations.,61,7.2,85%,G,"Don Bluth, Gary Goldman",94 min,USA
The Little Rascals,The Little Rascals,1994-08-05,1994,8,115583007,51764950,Comedy,Universal,23,2 wins.,45,6.3,23%,PG,Penelope Spheeris,82 min,USA
Primal Fear,Primal Fear,1996-04-05,1996,4,115572576,56073633,Thriller/Suspense,Paramount Pictures,24,Nominated for 1 Oscar. Another 10 wins & 11 nominations.,47,7.7,75%,R,Gregory Hoblit,129 min,USA
Deuce Bigalow: Male Gigolo,Deuce Bigalow Male Gigolo,1999-12-10,1999,12,115546111,65535067,Comedy,Walt Disney,23,2 nominations.,30,5.7,22%,R,Mike Mitchell,88 min,USA
Yogi Bear,Yogi Bear,2010-12-17,2010,12,115545792,100246011,Adventure,Warner Bros.,25,2 wins & 2 nominations.,35,4.6,13%,PG,Eric Brevig,80 min,"USA, New Zealand"
Bring it On,Bring it On,2000-08-25,2000,8,115528911,68353550,Comedy,Universal,24,2 wins & 7 nominations.,52,6.0,63%,PG-13,Peyton Reed,98 min,USA
Problem Child,Problem Child,1990-07-27,1990,7,115431234,53470891,Comedy,Universal,23,1 nomination.,27,5.5,0%,PG,Dennis Dugan,81 min,USA
Cowboys and Aliens,Cowboys and Aliens,2011-07-29,2011,7,115303603,100368560,Action,Universal,25,,,,,,,,
Peter Rabbit,Peter Rabbit,2018-02-09,2018,2,115234093,115234093,Adventure,Sony Pictures,25,4 wins & 14 nominations.,51,6.6,64%,PG,Will Gluck,95 min,"USA, Australia, UK"
Bad Teacher,Bad Teacher,2011-06-24,2011,6,115216630,100292856,Comedy,Sony Pictures,25,6 wins & 4 nominations.,47,5.6,44%,R,Jake Kasdan,92 min,USA
Chocolat,Chocolat,2000-12-15,2000,12,115118524,71309760,Drama,Miramax,24,Nominated for 5 Oscars. Another 7 wins & 31 nominations.,64,7.2,62%,PG-13,Lasse Hallström,121 min,"UK, USA"
Bridget Jones's Diary,Bridget Jones's Diary,2001-04-13,2001,4,115083050,71500556,Romantic Comedy,Miramax,25,Nominated for 1 Oscar. Another 8 wins & 29 nominations.,66,6.7,80%,R,Sharon Maguire,97 min,"UK, France, USA"
Life,Life,1999-04-16,1999,4,114883887,64062587,Comedy,Universal,23,Won 3 Oscars. Another 67 wins & 51 nominations.,59,8.6,80%,PG-13,Roberto Benigni,116 min,Italy
High School Musical 3: Senior Year,High School Musical 3 Senior Year,2008-10-24,2008,10,114883841,90559416,Musical,Walt Disney,25,,,,,,,,
Arachnophobia,Arachnophobia,1990-07-18,1990,7,114864100,53208180,Thriller/Suspense,Walt Disney,23,2 wins & 5 nominations.,67,6.4,92%,PG-13,Frank Marshall,109 min,USA
Gnomeo and Juliet,Gnomeo and Juliet,2011-02-11,2011,2,114843056,99967670,Comedy,Walt Disney,25,,,,,,,,
Spirit: Stallion of the Cimarron,Spirit Stallion of the Cimarron,2002-05-24,2002,5,114800594,73215310,Adventure,Dreamworks SKG,25,Nominated for 1 Oscar. Another 10 wins & 21 nominations.,52,7.1,70%,G,"Kelly Asbury, Lorna Cook",83 min,USA
Dumbo,Dumbo,2019-03-29,2019,3,114766307,114766307,Adventure,Walt Disney,25,Won 1 Oscar. Another 4 wins & 1 nomination.,96,7.2,98%,G,"Samuel Armstrong, Norman Ferguson, Wilfred Jackson, Jack Kinney, Bill Roberts, Ben Sharpsteen, John Elliotte",64 min,USA
Scary Movie 2,Scary Movie 2,2001-07-04,2001,7,114723897,71277420,Comedy,Miramax/Dimension,25,3 wins & 4 nominations.,29,5.3,15%,R,Keenen Ivory Wayans,83 min,"USA, Canada"
Vertical Limit,Vertical Limit,2000-12-08,2000,12,114393550,68473360,Action,Sony Pictures,24,Nominated for 1 BAFTA Film Award. Another 2 wins & 3 nominations.,48,5.9,48%,PG-13,Martin Campbell,124 min,"USA, Germany"
The Score,The Score,2001-07-13,2001,7,114389861,71069884,Thriller/Suspense,Paramount Pictures,25,1 win & 1 nomination.,71,6.8,73%,R,Frank Oz,124 min,"Germany, Canada, USA"
The Pink Panther,The Pink Panther,2006-02-10,2006,2,114363843,82226474,Adventure,Sony Pictures,25,1 win & 8 nominations.,38,5.7,21%,PG,Shawn Levy,93 min,"USA, Czech Republic"
Julie & Julia,Julie & Julia,2009-08-07,2009,8,114331010,94125426,Comedy,Sony Pictures,25,Nominated for 1 Oscar. Another 24 wins & 46 nominations.,66,7.0,77%,PG-13,Nora Ephron,123 min,USA
The Haunted Mansion,The Haunted Mansion,2003-11-26,2003,11,114307998,75817994,Adventure,Walt Disney,25,1 win & 4 nominations.,34,5.0,14%,PG,Rob Minkoff,88 min,USA
Jackass Presents: Bad Grandpa,Jackass Presents Bad Grandpa,2013-10-25,2013,10,114296501,102003019,Comedy,Paramount Pictures,25,Nominated for 1 Oscar. Another 1 win & 9 nominations.,54,6.5,61%,R,Jeff Tremaine,92 min,USA
Man on Fire,Man on Fire,2004-04-23,2004,4,114288412,77906816,Thriller/Suspense,20th Century Fox,25,1 win & 7 nominations.,47,7.7,39%,R,Tony Scott,146 min,"USA, UK, Mexico, Switzerland"
The Maze Runner,The Maze Runner,2014-09-19,2014,9,114201566,102427862,Thriller/Suspense,20th Century Fox,25,4 wins & 11 nominations.,57,6.8,65%,PG-13,Wes Ball,113 min,"USA, UK"
"Planes, Trains & Automobiles","Planes, Trains & Automobiles",1987-11-25,1987,11,114171130,49509935,Comedy,Paramount Pictures,23,1 nomination.,72,7.6,91%,R,John Hughes,93 min,USA
He's Just Not That Into You,He's Just Not That Into You,2009-02-06,2009,2,114122373,93953653,Romantic Comedy,Warner Bros.,25,1 win & 4 nominations.,47,6.4,41%,PG-13,Ken Kwapis,129 min,"Germany, USA"
The Dukes of Hazzard,The Dukes of Hazzard,2005-08-05,2005,8,114081396,80270227,Comedy,Warner Bros.,25,5 wins & 14 nominations.,33,5.1,14%,PG-13,Jay Chandrasekhar,104 min,USA
Pacific Rim,Pacific Rim,2013-07-12,2013,7,114074345,101802906,Action,Warner Bros.,25,Nominated for 1 BAFTA Film Award. Another 7 wins & 47 nominations.,65,6.9,72%,PG-13,Guillermo del Toro,131 min,USA
Date Night,Date Night,2010-04-09,2010,4,113974764,98711404,Comedy,20th Century Fox,25,4 wins & 8 nominations.,56,6.3,66%,PG-13,Shawn Levy,88 min,USA
Naked Gun 33 1/3: The Final Insult,Naked Gun 33 1/3 The Final Insult,1994-03-18,1994,3,113968450,51041856,Comedy,Paramount Pictures,23,3 wins.,63,6.5,54%,PG-13,Peter Segal,83 min,USA
Shallow Hal,Shallow Hal,2001-11-09,2001,11,113930015,70836296,Romantic Comedy,20th Century Fox,25,3 nominations.,48,5.9,50%,PG-13,"Bobby Farrelly, Peter Farrelly",114 min,"USA, Germany"
Maleficent: Mistress of Evil,Maleficent Mistress of Evil,2019-10-18,2019,10,113929605,113929605,Adventure,Walt Disney,25,Nominated for 1 Oscar. Another 1 win & 7 nominations.,43,6.6,40%,PG,Joachim Rønning,119 min,"USA, UK, Canada"
She's All That,She's All That,1999-01-29,1999,1,113813161,63465522,Romantic Comedy,Miramax,23,8 wins & 5 nominations.,51,5.9,41%,PG-13,Robert Iscove,95 min,USA
The Sword and the Sorcerer,The Sword and the Sorcerer,1982-04-23,1982,4,113763521,36714025,Action,Group 1,23,1 win & 5 nominations.,39,5.6,71%,R,Albert Pyun,99 min,USA
Taps,Taps,1981-12-09,1981,12,113755859,35856053,Drama,20th Century Fox,23,N/A,49,6.8,68%,PG,Harold Becker,126 min,USA
This is the End,This is the End,2013-06-12,2013,6,113701536,101470202,Comedy,Sony Pictures,25,10 wins & 20 nominations.,67,6.6,83%,R,"Evan Goldberg, Seth Rogen",107 min,USA
Friday the 13th Part 3,Friday the 13th Part 3,1982-08-13,1982,8,113689284,36690067,Horror,Paramount Pictures,23,N/A,N/A,7.1,,,,,
Major League,Major League,1989-04-07,1989,4,113687899,49793054,Comedy,Paramount Pictures,23,1 nomination.,62,7.2,83%,R,David S. Ward,107 min,USA
Old School,Old School,2003-02-21,2003,2,113542622,75155000,Comedy,Dreamworks SKG,25,5 nominations.,54,7.1,60%,R,Todd Phillips,88 min,USA
Eight Below,Eight Below,2006-02-17,2006,2,113509990,81612565,Adventure,Walt Disney,25,2 wins & 2 nominations.,64,7.3,72%,PG,Frank Marshall,120 min,USA
The Green Hornet,The Green Hornet,2011-01-14,2011,1,113478706,98780042,Action,Sony Pictures,25,4 wins & 7 nominations.,39,5.8,44%,PG-13,Michel Gondry,119 min,USA
Charlotte's Web,Charlotte's Web,2006-12-15,2006,12,113413970,82985708,Drama,Paramount Pictures,25,10 wins & 11 nominations.,68,6.3,78%,G,Gary Winick,97 min,"USA, Germany, Australia"
The Angry Birds Movie,The Angry Birds Movie,2016-05-20,2016,5,113226623,107509366,Adventure,Sony Pictures,25,2 wins & 8 nominations.,43,6.3,43%,PG,"Clay Kaytis, Fergal Reilly",97 min,"Finland, USA"
The Equalizer,The Equalizer,2014-09-26,2014,9,113206645,101530738,Action,Sony Pictures,25,1 win & 9 nominations.,57,7.2,60%,R,Antoine Fuqua,132 min,USA
The Crow,The Crow,1994-05-11,1994,5,113066870,50638075,Action,Miramax,23,5 wins & 7 nominations.,71,7.6,82%,R,Alex Proyas,102 min,USA
The Terminal,The Terminal,2004-06-18,2004,6,113066624,77073959,Drama,Dreamworks SKG,25,7 wins & 8 nominations.,55,7.4,61%,PG-13,Steven Spielberg,128 min,USA
Sneakers,Sneakers,1992-09-09,1992,9,112904721,51433000,Action,Universal,23,2 nominations.,65,7.1,79%,PG-13,Phil Alden Robinson,126 min,USA
Noah,Noah,2014-03-28,2014,3,112843620,101200044,Drama,Paramount Pictures,25,Nominated for 1 Golden Globe. Another 1 win & 18 nominations.,68,5.7,76%,PG-13,Darren Aronofsky,138 min,USA
Dennis the Menace,Dennis the Menace,1993-06-25,1993,6,112820445,51270765,Comedy,Warner Bros.,23,3 wins & 3 nominations.,N/A,5.6,27%,PG,Nick Castle,94 min,USA
Bull Durham,Bull Durham,1988-06-15,1988,6,112797150,50888729,Drama,Orion Pictures,23,Nominated for 1 Oscar. Another 7 wins & 5 nominations.,73,7.1,97%,R,Ron Shelton,108 min,USA
102 Dalmatians,102 Dalmatians,2000-11-22,2000,11,112448565,66941559,Adventure,Walt Disney,24,Nominated for 1 Oscar. Another 1 win & 7 nominations.,35,4.9,31%,G,Kevin Lima,100 min,"USA, UK"
U.S. Marshals,U.S. Marshals,1998-03-06,1998,3,112337760,57833603,Thriller/Suspense,Warner Bros.,24,1 nomination.,47,6.6,26%,PG-13,Stuart Baird,131 min,USA
Swordfish,Swordfish,2001-06-08,2001,6,112302423,69772969,Action,Warner Bros.,25,5 wins & 8 nominations.,32,6.5,25%,R,Dominic Sena,99 min,USA
Natural Born Killers,Natural Born Killers,1994-08-26,1994,8,112273526,50282766,Black Comedy,Warner Bros.,23,Nominated for 1 Golden Globe. Another 5 wins & 9 nominations.,74,7.3,46%,R,Oliver Stone,118 min,USA
Angels in the Outfield,Angels in the Outfield,1994-07-15,1994,7,112170956,50236831,Comedy,Walt Disney,23,1 win & 4 nominations.,44,6.2,33%,PG,William Dear,102 min,USA
Excalibur,Excalibur,1981-04-10,1981,4,112072659,34200000,Adventure,Warner Bros.,23,Nominated for 1 Oscar. Another 2 wins & 9 nominations.,56,7.4,80%,PG,John Boorman,140 min,"USA, UK"
The Social Network,The Social Network,2010-10-01,2010,10,111933859,96962694,Drama,Sony Pictures,25,Won 3 Oscars. Another 171 wins & 183 nominations.,95,7.7,96%,PG-13,David Fincher,120 min,USA
Edge of Tomorrow,Edge of Tomorrow,2014-06-06,2014,6,111735489,100206256,Action,Warner Bros.,25,11 wins & 37 nominations.,71,7.9,91%,PG-13,Doug Liman,113 min,"USA, Canada"
Awakenings,Awakenings,1990-12-19,1990,12,111734296,51636504,Drama,Sony Pictures,23,Nominated for 3 Oscars. Another 6 wins & 8 nominations.,74,7.8,88%,PG-13,Penny Marshall,121 min,USA
When a Man Loves a Woman,When a Man Loves a Woman,1994-04-29,1994,4,111691187,50021959,Drama,Walt Disney,23,4 nominations.,N/A,6.6,71%,R,Luis Mandoki,126 min,USA
Saw III,Saw III,2006-10-27,2006,10,111599194,80238724,Horror,Lionsgate,25,1 win & 5 nominations.,48,6.2,28%,R,Darren Lynn Bousman,108 min,"USA, Canada"
Nacho Libre,Nacho Libre,2006-06-16,2006,6,111542548,80197993,Comedy,Paramount Pictures,25,1 win & 11 nominations.,52,5.7,40%,PG,Jared Hess,92 min,"USA, Mexico"
The Mighty Ducks,The Mighty Ducks,1992-10-02,1992,10,111438977,50752337,Comedy,Walt Disney,23,2 nominations.,46,6.5,23%,PG,Stephen Herek,104 min,USA
John Q,John Q,2002-02-15,2002,2,111368775,71026631,Drama,New Line,25,2 wins & 8 nominations.,30,7.1,23%,PG-13,Nick Cassavetes,116 min,USA
